ts,value
2024.04.02 00:30,2128
2024.04.02 00:45,2128
2024.04.02 01:00,2128
2024.04.02 01:15,2128
2024.04.02 01:30,2128
2024.04.02 01:45,2128
2024.04.02 02:00,2128
2024.04.02 02:15,2128
2024.04.02 02:30,2128
2024.04.02 02:45,2128
2024.04.02 03:00,2128
2024.04.02 03:15,2128
2024.04.02 03:30,2128
2024.04.02 03:45,2128
2024.04.02 04:00,2128
2024.04.02 04:15,2128
2024.04.02 04:30,2128
2024.04.02 04:45,2128
2024.04.02 05:00,2128
2024.04.02 05:15,2128
2024.04.02 05:30,2128
2024.04.02 05:45,2128
2024.04.02 06:00,2128
2024.04.02 06:15,2128
2024.04.02 06:30,2128
2024.04.02 06:45,2128
2024.04.02 07:00,2128
2024.04.02 07:15,2128
2024.04.02 07:30,2129
2024.04.02 07:45,2129
2024.04.02 08:00,2129
2024.04.02 08:15,2129
2024.04.02 08:30,2129
2024.04.02 08:45,2129
2024.04.02 09:00,2129
2024.04.02 09:15,2129
2024.04.02 09:30,2129
2024.04.02 09:45,2129
2024.04.02 10:00,2129
2024.04.02 10:15,2130
2024.04.02 10:30,2130
2024.04.02 10:45,2130
2024.04.02 11:00,2130
2024.04.02 11:15,2130
2024.04.02 11:30,2130
2024.04.02 11:45,2130
2024.04.02 12:00,2130
2024.04.02 12:15,2130
2024.04.02 12:30,2130
2024.04.02 12:45,2130
2024.04.02 13:00,2130
2024.04.02 13:15,2130
2024.04.02 13:30,2130
2024.04.02 13:45,2131
2024.04.02 14:00,2131
2024.04.02 14:15,2131
2024.04.02 14:30,2131
2024.04.02 14:45,2131
2024.04.02 15:00,2131
2024.04.02 15:15,2131
2024.04.02 15:30,2131
2024.04.02 15:45,2131
2024.04.02 16:00,2131
2024.04.02 16:15,2131
2024.04.02 16:30,2131
2024.04.02 16:45,2131
2024.04.02 17:00,2131
2024.04.02 17:15,2131
2024.04.02 17:30,2130
2024.04.02 17:45,2130
2024.04.02 18:00,2130
2024.04.02 18:15,2130
2024.04.02 18:30,2130
2024.04.02 18:45,2130
2024.04.02 19:00,2130
2024.04.02 19:15,2130
2024.04.02 19:30,2129
2024.04.02 19:45,2129
2024.04.02 20:00,2129
2024.04.02 20:15,2129
2024.04.02 20:30,2128
2024.04.02 20:45,2128
2024.04.02 21:00,2127
2024.04.02 21:15,2127
2024.04.02 21:30,2127
2024.04.02 21:45,2127
2024.04.02 22:00,2127
2024.04.02 22:15,2126
2024.04.02 22:30,2126
2024.04.02 22:45,2126
2024.04.02 23:00,2125
2024.04.02 23:15,2125
2024.04.02 23:30,2125
2024.04.02 23:45,2125
2024.04.03 00:00,2125
2024.04.03 00:15,2124
2024.04.03 00:30,2124
2024.04.03 00:45,2124
2024.04.03 01:00,2124
2024.04.03 01:15,2124
2024.04.03 01:30,2124
2024.04.03 01:45,2124
2024.04.03 02:00,2124
2024.04.03 02:15,2123
2024.04.03 02:30,2123
2024.04.03 02:45,2123
2024.04.03 03:00,2123
2024.04.03 03:15,2123
2024.04.03 03:30,2123
2024.04.03 03:45,2123
2024.04.03 04:00,2123
2024.04.03 04:15,2123
2024.04.03 04:30,2123
2024.04.03 04:45,2123
2024.04.03 05:00,2123
2024.04.03 05:15,2123
2024.04.03 05:30,2123
2024.04.03 05:45,2123
2024.04.03 06:00,2123
2024.04.03 06:15,2123
2024.04.03 06:30,2123
2024.04.03 06:45,2123
2024.04.03 07:00,2123
2024.04.03 07:15,2123
2024.04.03 07:30,2124
2024.04.03 07:45,2123
2024.04.03 08:00,2124
2024.04.03 08:15,2124
2024.04.03 08:30,2124
2024.04.03 08:45,2124
2024.04.03 09:00,2124
2024.04.03 09:15,2124
2024.04.03 09:30,2124
2024.04.03 09:45,2124
2024.04.03 10:00,2124
2024.04.03 10:15,2124
2024.04.03 10:30,2124
2024.04.03 10:45,2125
2024.04.03 11:00,2125
2024.04.03 11:15,2125
2024.04.03 11:30,2127
2024.04.03 11:45,2130
2024.04.03 12:00,2131
2024.04.03 12:15,2131
2024.04.03 12:30,2133
2024.04.03 12:45,2133
2024.04.03 13:00,2134
2024.04.03 13:15,2135
2024.04.03 13:30,2135
2024.04.03 13:45,2135
2024.04.03 14:00,2135
2024.04.03 14:15,2135
2024.04.03 14:30,2135
2024.04.03 14:45,2135
2024.04.03 15:00,2135
2024.04.03 15:15,2135
2024.04.03 15:30,2136
2024.04.03 15:45,2136
2024.04.03 16:00,2135
2024.04.03 16:15,2135
2024.04.03 16:30,2137
2024.04.03 16:45,2137
2024.04.03 17:00,2137
2024.04.03 17:15,2137
2024.04.03 17:30,2138
2024.04.03 17:45,2139
2024.04.03 18:00,2138
2024.04.03 18:15,2139
2024.04.03 18:30,2139
2024.04.03 18:45,2139
2024.04.03 19:00,2140
2024.04.03 19:15,2140
2024.04.03 19:30,2140
2024.04.03 19:45,2140
2024.04.03 20:00,2140
2024.04.03 20:15,2140
2024.04.03 20:30,2140
2024.04.03 20:45,2140
2024.04.03 21:00,2139
2024.04.03 21:15,2139
2024.04.03 21:30,2140
2024.04.03 21:45,2139
2024.04.03 22:00,2139
2024.04.03 22:15,2139
2024.04.03 22:30,2139
2024.04.03 22:45,2139
2024.04.03 23:00,2139
2024.04.03 23:15,2139
2024.04.03 23:30,2139
2024.04.03 23:45,2139
2024.04.04 00:00,2139
2024.04.04 00:15,2139
2024.04.04 00:30,2139
2024.04.04 00:45,2139
2024.04.04 01:00,2139
2024.04.04 01:15,2139
2024.04.04 01:30,2139
2024.04.04 01:45,2139
2024.04.04 02:00,2139
2024.04.04 02:15,2139
2024.04.04 02:30,2139
2024.04.04 02:45,2139
2024.04.04 03:00,2139
2024.04.04 03:15,2139
2024.04.04 03:30,2139
2024.04.04 03:45,2139
2024.04.04 04:00,2139
2024.04.04 04:15,2139
2024.04.04 04:30,2139
2024.04.04 04:45,2139
2024.04.04 05:00,2139
2024.04.04 05:15,2139
2024.04.04 05:30,2139
2024.04.04 05:45,2139
2024.04.04 06:00,2139
2024.04.04 06:15,2139
2024.04.04 06:30,2138
2024.04.04 06:45,2139
2024.04.04 07:00,2139
2024.04.04 07:15,2139
2024.04.04 07:30,2140
2024.04.04 07:45,2139
2024.04.04 08:00,2139
2024.04.04 08:15,2140
2024.04.04 08:30,2140
2024.04.04 08:45,2140
2024.04.04 09:00,2140
2024.04.04 09:15,2140
2024.04.04 09:30,2140
2024.04.04 09:45,2140
2024.04.04 10:00,2140
2024.04.04 10:15,2141
2024.04.04 10:30,2141
2024.04.04 10:45,2141
2024.04.04 11:00,2141
2024.04.04 11:15,2140
2024.04.04 11:30,2140
2024.04.04 11:45,2140
2024.04.04 12:00,2141
2024.04.04 12:15,2141
2024.04.04 12:30,2140
2024.04.04 12:45,2141
2024.04.04 13:00,2141
2024.04.04 13:15,2141
2024.04.04 13:30,2141
2024.04.04 13:45,2141
2024.04.04 14:00,2141
2024.04.04 14:15,2141
2024.04.04 14:30,2141
2024.04.04 14:45,2141
2024.04.04 15:00,2141
2024.04.04 15:15,2141
2024.04.04 15:30,2141
2024.04.04 15:45,2141
2024.04.04 16:00,2141
2024.04.04 16:15,2141
2024.04.04 16:30,2141
2024.04.04 16:45,2142
2024.04.04 17:00,2142
2024.04.04 17:15,2144
2024.04.04 17:30,2143
2024.04.04 17:45,2144
2024.04.04 18:00,2144
2024.04.04 18:15,2144
2024.04.04 18:30,2147
2024.04.04 18:45,2147
2024.04.04 19:00,2147
2024.04.04 19:15,2147
2024.04.04 19:30,2146
2024.04.04 19:45,2147
2024.04.04 20:00,2147
2024.04.04 20:15,2146
2024.04.04 20:30,2146
2024.04.04 20:45,2146
2024.04.04 21:00,2146
2024.04.04 21:15,2147
2024.04.04 21:30,2147
2024.04.04 21:45,2147
2024.04.04 22:00,2147
2024.04.04 22:15,2147
2024.04.04 22:30,2147
2024.04.04 22:45,2147
2024.04.04 23:00,2147
2024.04.04 23:15,2147
2024.04.04 23:30,2147
2024.04.04 23:45,2147
2024.04.05 00:00,2147
2024.04.05 00:15,2147
2024.04.05 00:30,2147
2024.04.05 00:45,2147
2024.04.05 01:00,2147
2024.04.05 01:15,2147
2024.04.05 01:30,2147
2024.04.05 01:45,2147
2024.04.05 02:00,2147
2024.04.05 02:15,2147
2024.04.05 02:30,2147
2024.04.05 02:45,2147
2024.04.05 03:00,2147
2024.04.05 03:15,2147
2024.04.05 03:30,2147
2024.04.05 03:45,2147
2024.04.05 04:00,2147
2024.04.05 04:15,2147
2024.04.05 04:30,2147
2024.04.05 04:45,2147
2024.04.05 05:00,2147
2024.04.05 05:15,2147
2024.04.05 05:30,2147
2024.04.05 05:45,2147
2024.04.05 06:00,2147
2024.04.05 06:15,2147
2024.04.05 06:30,2147
2024.04.05 06:45,2147
2024.04.05 07:00,2147
2024.04.05 07:15,2147
2024.04.05 07:30,2147
2024.04.05 07:45,2147
2024.04.05 08:00,2147
2024.04.05 08:15,2147
2024.04.05 08:30,2146
2024.04.05 08:45,2146
2024.04.05 09:00,2147
2024.04.05 09:15,2147
2024.04.05 09:30,2146
2024.04.05 09:45,2147
2024.04.05 10:00,2146
2024.04.05 10:15,2147
2024.04.05 10:30,2147
2024.04.05 10:45,2146
2024.04.05 11:00,2147
2024.04.05 11:15,2147
2024.04.05 11:30,2147
2024.04.05 11:45,2147
2024.04.05 12:00,2147
2024.04.05 12:15,2147
2024.04.05 12:30,2147
2024.04.05 12:45,2147
2024.04.05 13:00,2147
2024.04.05 13:15,2147
2024.04.05 13:30,2147
2024.04.05 13:45,2147
2024.04.05 14:00,2147
2024.04.05 14:15,2147
2024.04.05 14:30,2147
2024.04.05 14:45,2147
2024.04.05 15:00,2147
2024.04.05 15:15,2147
2024.04.05 15:30,2147
2024.04.05 15:45,2147
2024.04.05 16:00,2147
2024.04.05 16:15,2147
2024.04.05 16:30,2147
2024.04.05 16:45,2147
2024.04.05 17:00,2147
2024.04.05 17:15,2147
2024.04.05 17:30,2147
2024.04.05 17:45,2146
2024.04.05 18:00,2147
2024.04.05 18:15,2146
2024.04.05 18:30,2146
2024.04.05 18:45,2146
2024.04.05 19:00,2146
2024.04.05 19:15,2146
2024.04.05 19:30,2146
2024.04.05 19:45,2146
2024.04.05 20:00,2146
2024.04.05 20:15,2146
2024.04.05 20:30,2146
2024.04.05 20:45,2145
2024.04.05 21:00,2145
2024.04.05 21:15,2145
2024.04.05 21:30,2145
2024.04.05 21:45,2145
2024.04.05 22:00,2145
2024.04.05 22:15,2145
2024.04.05 22:30,2145
2024.04.05 22:45,2145
2024.04.05 23:00,2145
2024.04.05 23:15,2145
2024.04.05 23:30,2145
2024.04.05 23:45,2145
2024.04.06 00:00,2145
2024.04.06 00:15,2145
2024.04.06 00:30,2145
2024.04.06 00:45,2145
2024.04.06 01:00,2145
2024.04.06 01:15,2145
2024.04.06 01:30,2145
2024.04.06 01:45,2145
2024.04.06 02:00,2145
2024.04.06 02:15,2145
2024.04.06 02:30,2145
2024.04.06 02:45,2145
2024.04.06 03:00,2145
2024.04.06 03:15,2145
2024.04.06 03:30,2145
2024.04.06 03:45,2145
2024.04.06 04:00,2145
2024.04.06 04:15,2145
2024.04.06 04:30,2145
2024.04.06 04:45,2145
2024.04.06 05:00,2145
2024.04.06 05:15,2145
2024.04.06 05:30,2145
2024.04.06 05:45,2145
2024.04.06 06:00,2145
2024.04.06 06:15,2145
2024.04.06 06:30,2145
2024.04.06 06:45,2145
2024.04.06 07:00,2145
2024.04.06 07:15,2145
2024.04.06 07:30,2145
2024.04.06 07:45,2145
2024.04.06 08:00,2145
2024.04.06 08:15,2145
2024.04.06 08:30,2145
2024.04.06 08:45,2145
2024.04.06 09:00,2145
2024.04.06 09:15,2145
2024.04.06 09:30,2145
2024.04.06 09:45,2145
2024.04.06 10:00,2145
2024.04.06 10:15,2145
2024.04.06 10:30,2145
2024.04.06 10:45,2145
2024.04.06 11:00,2145
2024.04.06 11:15,2145
2024.04.06 11:30,2145
2024.04.06 11:45,2145
2024.04.06 12:00,2145
2024.04.06 12:15,2145
2024.04.06 12:30,2145
2024.04.06 12:45,2146
2024.04.06 13:00,2146
2024.04.06 13:15,2146
2024.04.06 13:30,2149
2024.04.06 13:45,2149
2024.04.06 14:00,2149
2024.04.06 14:15,2149
2024.04.06 14:30,2149
2024.04.06 14:45,2149
2024.04.06 15:00,2149
2024.04.06 15:15,2149
2024.04.06 15:30,2149
2024.04.06 15:45,2149
2024.04.06 16:00,2149
2024.04.06 16:15,2149
2024.04.06 16:30,2149
2024.04.06 16:45,2149
2024.04.06 17:00,2149
2024.04.06 17:15,2149
2024.04.06 17:30,2149
2024.04.06 17:45,2149
2024.04.06 18:00,2149
2024.04.06 18:15,2149
2024.04.06 18:30,2149
2024.04.06 18:45,2149
2024.04.06 19:00,2149
2024.04.06 19:15,2149
2024.04.06 19:30,2149
2024.04.06 19:45,2149
2024.04.06 20:00,2149
2024.04.06 20:15,2149
2024.04.06 20:30,2149
2024.04.06 20:45,2149
2024.04.06 21:00,2149
2024.04.06 21:15,2149
2024.04.06 21:30,2149
2024.04.06 21:45,2149
2024.04.06 22:00,2149
2024.04.06 22:15,2149
2024.04.06 22:30,2149
2024.04.06 22:45,2149
2024.04.06 23:00,2149
2024.04.06 23:15,2149
2024.04.06 23:30,2149
2024.04.06 23:45,2149
2024.04.07 00:00,2149
2024.04.07 00:15,2149
2024.04.07 00:30,2149
2024.04.07 00:45,2149
2024.04.07 01:00,2149
2024.04.07 01:15,2149
2024.04.07 01:30,2149
2024.04.07 01:45,2149
2024.04.07 02:00,2149
2024.04.07 02:15,2149
2024.04.07 02:30,2149
2024.04.07 02:45,2149
2024.04.07 03:00,2149
2024.04.07 03:15,2149
2024.04.07 03:30,2150
2024.04.07 03:45,2150
2024.04.07 04:00,2150
2024.04.07 04:15,2150
2024.04.07 04:30,2150
2024.04.07 04:45,2150
2024.04.07 05:00,2150
2024.04.07 05:15,2150
2024.04.07 05:30,2150
2024.04.07 05:45,2150
2024.04.07 06:00,2150
2024.04.07 06:15,2150
2024.04.07 06:30,2150
2024.04.07 06:45,2149
2024.04.07 07:00,2149
2024.04.07 07:15,2150
2024.04.07 07:30,2150
2024.04.07 07:45,2150
2024.04.07 08:00,2149
2024.04.07 08:15,2149
2024.04.07 08:30,2149
2024.04.07 08:45,2149
2024.04.07 09:00,2149
2024.04.07 09:15,2149
2024.04.07 09:30,2149
2024.04.07 09:45,2149
2024.04.07 10:00,2149
2024.04.07 10:15,2149
2024.04.07 10:30,2149
2024.04.07 10:45,2149
2024.04.07 11:00,2149
2024.04.07 11:15,2150
2024.04.07 11:30,2150
2024.04.07 11:45,2150
2024.04.07 12:00,2150
2024.04.07 12:15,2150
2024.04.07 12:30,2149
2024.04.07 12:45,2149
2024.04.07 13:00,2150
2024.04.07 13:15,2150
2024.04.07 13:30,2150
2024.04.07 13:45,2150
2024.04.07 14:00,2150
2024.04.07 14:15,2150
2024.04.07 14:30,2150
2024.04.07 14:45,2150
2024.04.07 15:00,2153
2024.04.07 15:15,2153
2024.04.07 15:30,2153
2024.04.07 15:45,2153
2024.04.07 16:00,2153
2024.04.07 16:15,2153
2024.04.07 16:30,2153
2024.04.07 16:45,2153
2024.04.07 17:00,2153
2024.04.07 17:15,2153
2024.04.07 17:30,2153
2024.04.07 17:45,2153
2024.04.07 18:00,2153
2024.04.07 18:15,2153
2024.04.07 18:30,2153
2024.04.07 18:45,2153
2024.04.07 19:00,2153
2024.04.07 19:15,2153
2024.04.07 19:30,2153
2024.04.07 19:45,2153
2024.04.07 20:00,2153
2024.04.07 20:15,2153
2024.04.07 20:30,2153
2024.04.07 20:45,2153
2024.04.07 21:00,2153
2024.04.07 21:15,2153
2024.04.07 21:30,2153
2024.04.07 21:45,2153
2024.04.07 22:00,2153
2024.04.07 22:15,2153
2024.04.07 22:30,2153
2024.04.07 22:45,2153
2024.04.07 23:00,2153
2024.04.07 23:15,2152
2024.04.07 23:30,2153
2024.04.07 23:45,2153
2024.04.08 00:00,2152
2024.04.08 00:15,2153
2024.04.08 00:30,2153
2024.04.08 00:45,2152
2024.04.08 01:00,2153
2024.04.08 01:15,2152
2024.04.08 01:30,2152
2024.04.08 01:45,2152
2024.04.08 02:00,2153
2024.04.08 02:15,2153
2024.04.08 02:30,2152
2024.04.08 02:45,2153
2024.04.08 03:00,2153
2024.04.08 03:15,2152
2024.04.08 03:30,2153
2024.04.08 03:45,2152
2024.04.08 04:00,2152
2024.04.08 04:15,2152
2024.04.08 04:30,2153
2024.04.08 04:45,2152
2024.04.08 05:00,2152
2024.04.08 05:15,2153
2024.04.08 05:30,2152
2024.04.08 05:45,2152
2024.04.08 06:00,2152
2024.04.08 06:15,2153
2024.04.08 06:30,2153
2024.04.08 06:45,2153
2024.04.08 07:00,2153
2024.04.08 07:15,2153
2024.04.08 07:30,2153
2024.04.08 07:45,2152
2024.04.08 08:00,2152
2024.04.08 08:15,2152
2024.04.08 08:30,2153
2024.04.08 08:45,2153
2024.04.08 09:00,2153
2024.04.08 09:15,2152
2024.04.08 09:30,2152
2024.04.08 09:45,2153
2024.04.08 10:00,2152
2024.04.08 10:15,2152
2024.04.08 10:30,2152
2024.04.08 10:45,2152
2024.04.08 11:00,2152
2024.04.08 11:15,2152
2024.04.08 11:30,2152
2024.04.08 11:45,2152
2024.04.08 12:00,2152
2024.04.08 12:15,2152
2024.04.08 12:30,2152
2024.04.08 12:45,2152
2024.04.08 13:00,2152
2024.04.08 13:15,2153
2024.04.08 13:30,2152
2024.04.08 13:45,2152
2024.04.08 14:00,2152
2024.04.08 14:15,2152
2024.04.08 14:30,2152
2024.04.08 14:45,2152
2024.04.08 15:00,2152
2024.04.08 15:15,2152
2024.04.08 15:30,2152
2024.04.08 15:45,2152
2024.04.08 16:00,2152
2024.04.08 16:15,2152
2024.04.08 16:30,2152
2024.04.08 16:45,2152
2024.04.08 17:00,2153
2024.04.08 17:15,2152
2024.04.08 17:30,2152
2024.04.08 17:45,2152
2024.04.08 18:00,2152
2024.04.08 18:15,2152
2024.04.08 18:30,2152
2024.04.08 18:45,2152
2024.04.08 19:00,2152
2024.04.08 19:15,2152
2024.04.08 19:30,2152
2024.04.08 19:45,2152
2024.04.08 20:00,2152
2024.04.08 20:15,2152
2024.04.08 20:30,2152
2024.04.08 20:45,2152
2024.04.08 21:00,2152
2024.04.08 21:15,2152
2024.04.08 21:30,2152
2024.04.08 21:45,2152
2024.04.08 22:00,2152
2024.04.08 22:15,2152
2024.04.08 22:30,2152
2024.04.08 22:45,2152
2024.04.08 23:00,2152
2024.04.08 23:15,2152
2024.04.08 23:30,2152
2024.04.08 23:45,2152
2024.04.09 00:00,2152
2024.04.09 00:15,2152
2024.04.09 00:30,2152
2024.04.09 00:45,2151
2024.04.09 01:00,2151
2024.04.09 01:15,2152
2024.04.09 01:30,2151
2024.04.09 01:45,2151
2024.04.09 02:00,2151
2024.04.09 02:15,2152
2024.04.09 02:30,2152
2024.04.09 02:45,2151
2024.04.09 03:00,2152
2024.04.09 03:15,2152
2024.04.09 03:30,2151
2024.04.09 03:45,2152
2024.04.09 04:00,2152
2024.04.09 04:15,2151
2024.04.09 04:30,2151
2024.04.09 04:45,2151
2024.04.09 05:00,2151
2024.04.09 05:15,2151
2024.04.09 05:30,2151
2024.04.09 05:45,2151
2024.04.09 06:00,2151
2024.04.09 06:15,2151
2024.04.09 06:30,2151
2024.04.09 06:45,2151
2024.04.09 07:00,2151
2024.04.09 07:15,2151
2024.04.09 07:30,2151
2024.04.09 07:45,2151
2024.04.09 08:00,2151
2024.04.09 08:15,2151
2024.04.09 08:30,2152
2024.04.09 08:45,2151
2024.04.09 09:00,2151
2024.04.09 09:15,2151
2024.04.09 09:30,2151
2024.04.09 09:45,2151
2024.04.09 10:00,2151
2024.04.09 10:15,2151
2024.04.09 10:30,2151
2024.04.09 10:45,2151
2024.04.09 11:00,2151
2024.04.09 11:15,2151
2024.04.09 11:30,2151
2024.04.09 11:45,2152
2024.04.09 12:00,2152
2024.04.09 12:15,2152
2024.04.09 12:30,2152
2024.04.09 12:45,2152
2024.04.09 13:00,2152
2024.04.09 13:15,2152
2024.04.09 13:30,2152
2024.04.09 13:45,2152
2024.04.09 14:00,2152
2024.04.09 14:15,2152
2024.04.09 14:30,2152
2024.04.09 14:45,2152
2024.04.09 15:00,2152
2024.04.09 15:15,2152
2024.04.09 15:30,2152
2024.04.09 15:45,2152
2024.04.09 16:00,2152
2024.04.09 16:15,2152
2024.04.09 16:30,2152
2024.04.09 16:45,2152
2024.04.09 17:00,2152
2024.04.09 17:15,2151
2024.04.09 17:30,2152
2024.04.09 17:45,2151
2024.04.09 18:00,2151
2024.04.09 18:15,2152
2024.04.09 18:30,2151
2024.04.09 18:45,2151
2024.04.09 19:00,2151
2024.04.09 19:15,2151
2024.04.09 19:30,2151
2024.04.09 19:45,2151
2024.04.09 20:00,2151
2024.04.09 20:15,2151
2024.04.09 20:30,2151
2024.04.09 20:45,2151
2024.04.09 21:00,2151
2024.04.09 21:15,2151
2024.04.09 21:30,2151
2024.04.09 21:45,2151
2024.04.09 22:00,2151
2024.04.09 22:15,2151
2024.04.09 22:30,2151
2024.04.09 22:45,2151
2024.04.09 23:00,2150
2024.04.09 23:15,2150
2024.04.09 23:30,2150
2024.04.09 23:45,2150
2024.04.10 00:00,2150
2024.04.10 00:15,2150
2024.04.10 00:30,2150
2024.04.10 00:45,2150
2024.04.10 01:00,2149
2024.04.10 01:15,2149
2024.04.10 01:30,2149
2024.04.10 01:45,2149
2024.04.10 02:00,2149
2024.04.10 02:15,2149
2024.04.10 02:30,2149
2024.04.10 02:45,2149
2024.04.10 03:00,2149
2024.04.10 03:15,2149
2024.04.10 03:30,2149
2024.04.10 03:45,2149
2024.04.10 04:00,2149
2024.04.10 04:15,2149
2024.04.10 04:30,2149
2024.04.10 04:45,2149
2024.04.10 05:00,2149
2024.04.10 05:15,2149
2024.04.10 05:30,2149
2024.04.10 05:45,2149
2024.04.10 06:00,2149
2024.04.10 06:15,2149
2024.04.10 06:30,2149
2024.04.10 06:45,2149
2024.04.10 07:00,2149
2024.04.10 07:15,2149
2024.04.10 07:30,2149
2024.04.10 07:45,2149
2024.04.10 08:00,2149
2024.04.10 08:15,2149
2024.04.10 08:30,2149
2024.04.10 08:45,2149
2024.04.10 09:00,2149
2024.04.10 09:15,2149
2024.04.10 09:30,2149
2024.04.10 09:45,2149
2024.04.10 10:00,2149
2024.04.10 10:15,2149
2024.04.10 10:30,2149
2024.04.10 10:45,2149
2024.04.10 11:00,2149
2024.04.10 11:15,2149
2024.04.10 11:30,2149
2024.04.10 11:45,2149
2024.04.10 12:00,2149
2024.04.10 12:15,2149
2024.04.10 12:30,2149
2024.04.10 12:45,2149
2024.04.10 13:00,2149
2024.04.10 13:15,2149
2024.04.10 13:30,2149
2024.04.10 13:45,2149
2024.04.10 14:00,2149
2024.04.10 14:15,2149
2024.04.10 14:30,2149
2024.04.10 14:45,2149
2024.04.10 15:00,2149
2024.04.10 15:15,2149
2024.04.10 15:30,2149
2024.04.10 15:45,2149
2024.04.10 16:00,2149
2024.04.10 16:15,2149
2024.04.10 16:30,2149
2024.04.10 16:45,2149
2024.04.10 17:00,2149
2024.04.10 17:15,2149
2024.04.10 17:30,2149
2024.04.10 17:45,2149
2024.04.10 18:00,2149
2024.04.10 18:15,2149
2024.04.10 18:30,2149
2024.04.10 18:45,2149
2024.04.10 19:00,2148
2024.04.10 19:15,2148
2024.04.10 19:30,2148
2024.04.10 19:45,2148
2024.04.10 20:00,2147
2024.04.10 20:15,2148
2024.04.10 20:30,2147
2024.04.10 20:45,2147
2024.04.10 21:00,2146
2024.04.10 21:15,2146
2024.04.10 21:30,2145
2024.04.10 21:45,2144
2024.04.10 22:00,2144
2024.04.10 22:15,2144
2024.04.10 22:30,2143
2024.04.10 22:45,2142
2024.04.10 23:00,2141
2024.04.10 23:15,2141
2024.04.10 23:30,2141
2024.04.10 23:45,2141
2024.04.11 00:00,2140
2024.04.11 00:15,2140
2024.04.11 00:30,2140
2024.04.11 00:45,2140
2024.04.11 01:00,2140
2024.04.11 01:15,2140
2024.04.11 01:30,2140
2024.04.11 01:45,2140
2024.04.11 02:00,2140
2024.04.11 02:15,2140
2024.04.11 02:30,2140
2024.04.11 02:45,2140
2024.04.11 03:00,2140
2024.04.11 03:15,2140
2024.04.11 03:30,2140
2024.04.11 03:45,2140
2024.04.11 04:00,2140
2024.04.11 04:15,2140
2024.04.11 04:30,2140
2024.04.11 04:45,2140
2024.04.11 05:00,2139
2024.04.11 05:15,2140
2024.04.11 05:30,2140
2024.04.11 05:45,2140
2024.04.11 06:00,2140
2024.04.11 06:15,2140
2024.04.11 06:30,2140
2024.04.11 06:45,2140
2024.04.11 07:00,2140
2024.04.11 07:15,2140
2024.04.11 07:30,2140
2024.04.11 07:45,2140
2024.04.11 08:00,2140
2024.04.11 08:15,2140
2024.04.11 08:30,2140
2024.04.11 08:45,2141
2024.04.11 09:00,2141
2024.04.11 09:15,2141
2024.04.11 09:30,2141
2024.04.11 09:45,2141
2024.04.11 10:00,2141
2024.04.11 10:15,2141
2024.04.11 10:30,2141
2024.04.11 10:45,2141
2024.04.11 11:00,2141
2024.04.11 11:15,2141
2024.04.11 11:30,2141
2024.04.11 11:45,2141
2024.04.11 12:00,2141
2024.04.11 12:15,2141
2024.04.11 12:30,2142
2024.04.11 12:45,2142
2024.04.11 13:00,2142
2024.04.11 13:15,2142
2024.04.11 13:30,2142
2024.04.11 13:45,2142
2024.04.11 14:00,2142
2024.04.11 14:15,2143
2024.04.11 14:30,2143
2024.04.11 14:45,2143
2024.04.11 15:00,2143
2024.04.11 15:15,2142
2024.04.11 15:30,2143
2024.04.11 15:45,2143
2024.04.11 16:00,2142
2024.04.11 16:15,2142
2024.04.11 16:30,2143
2024.04.11 16:45,2142
2024.04.11 17:00,2142
2024.04.11 17:15,2142
2024.04.11 17:30,2142
2024.04.11 17:45,2142
2024.04.11 18:00,2142
2024.04.11 18:15,2142
2024.04.11 18:30,2142
2024.04.11 18:45,2142
2024.04.11 19:00,2142
2024.04.11 19:15,2142
2024.04.11 19:30,2142
2024.04.11 19:45,2141
2024.04.11 20:00,2141
2024.04.11 20:15,2141
2024.04.11 20:30,2141
2024.04.11 20:45,2141
2024.04.11 21:00,2141
2024.04.11 21:15,2141
2024.04.11 21:30,2141
2024.04.11 21:45,2141
2024.04.11 22:00,2141
2024.04.11 22:15,2141
2024.04.11 22:30,2141
2024.04.11 22:45,2141
2024.04.11 23:00,2141
2024.04.11 23:15,2141
2024.04.11 23:30,2141
2024.04.11 23:45,2141
2024.04.12 00:00,2141
2024.04.12 00:15,2141
2024.04.12 00:30,2141
2024.04.12 00:45,2141
2024.04.12 01:00,2141
2024.04.12 01:15,2141
2024.04.12 01:30,2141
2024.04.12 01:45,2141
2024.04.12 02:00,2141
2024.04.12 02:15,2140
2024.04.12 02:30,2140
2024.04.12 02:45,2141
2024.04.12 03:00,2140
2024.04.12 03:15,2140
2024.04.12 03:30,2140
2024.04.12 03:45,2140
2024.04.12 04:00,2140
2024.04.12 04:15,2140
2024.04.12 04:30,2140
2024.04.12 04:45,2140
2024.04.12 05:00,2140
2024.04.12 05:15,2140
2024.04.12 05:30,2140
2024.04.12 05:45,2140
2024.04.12 06:00,2140
2024.04.12 06:15,2140
2024.04.12 06:30,2140
2024.04.12 06:45,2140
2024.04.12 07:00,2140
2024.04.12 07:15,2140
2024.04.12 07:30,2140
2024.04.12 07:45,2140
2024.04.12 08:00,2140
2024.04.12 08:15,2140
2024.04.12 08:30,2140
2024.04.12 08:45,2140
2024.04.12 09:00,2140
2024.04.12 09:15,2140
2024.04.12 09:30,2140
2024.04.12 09:45,2141
2024.04.12 10:00,2141
